<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,13/11/20,21:00,242.0100000,243.1600000,241.8600000,243.0500000,2801000
SBER,60,13/11/20,22:00,243.1500000,243.2000000,242.2800000,242.6300000,1433170
SBER,60,13/11/20,23:00,242.6300000,243.0000000,242.4000000,242.9900000,1221730
SBER,60,16/11/20,10:00,244.1400000,248.3700000,244.0000000,247.7400000,24368420
SBER,60,16/11/20,11:00,247.7400000,248.7300000,244.8400000,245.3300000,15332730
SBER,60,16/11/20,12:00,245.2900000,246.7700000,245.0200000,245.9600000,6854090
SBER,60,16/11/20,13:00,245.9900000,246.5800000,245.2000000,245.3500000,5375840
SBER,60,16/11/20,14:00,245.3500000,247.2500000,245.3200000,246.9800000,6677640
SBER,60,16/11/20,15:00,246.9900000,248.4400000,246.7800000,247.3000000,21614820
SBER,60,16/11/20,16:00,247.3100000,248.0000000,247.1700000,247.5000000,6690230
SBER,60,16/11/20,17:00,247.5200000,247.9900000,246.7100000,247.8600000,9553950
SBER,60,16/11/20,18:00,247.8200000,248.0200000,247.4800000,248.0000000,11532220
SBER,60,16/11/20,19:00,248.1700000,248.1700000,247.3000000,247.5400000,1357510
SBER,60,16/11/20,20:00,247.5400000,247.6000000,246.6000000,247.1100000,1148850
SBER,60,16/11/20,21:00,247.1100000,247.8000000,246.8800000,247.3700000,1058620
SBER,60,16/11/20,22:00,247.3700000,247.7700000,247.3000000,247.7000000,748860
SBER,60,16/11/20,23:00,247.7000000,248.0000000,247.4800000,247.9900000,1402120
SBER,60,17/11/20,10:00,247.9900000,248.3700000,245.1200000,246.0500000,13413060
SBER,60,17/11/20,11:00,246.0300000,249.8400000,245.7500000,245.8000000,22683010
SBER,60,17/11/20,12:00,245.7800000,247.1900000,245.4500000,245.9700000,8882980
SBER,60,17/11/20,13:00,245.9600000,245.9800000,243.4100000,244.5400000,12328740
SBER,60,17/11/20,14:00,244.6000000,245.0900000,244.0000000,244.4500000,4825540
SBER,60,17/11/20,15:00,244.4500000,245.0800000,243.4200000,244.9900000,5415920
SBER,60,17/11/20,16:00,245.0100000,245.3800000,243.7000000,244.6100000,6080610
SBER,60,17/11/20,17:00,244.6500000,245.9800000,244.3300000,245.6300000,7978510
SBER,60,17/11/20,18:00,245.6300000,246.6600000,244.9100000,246.5800000,7419530
SBER,60,17/11/20,19:00,246.5000000,246.7000000,245.3800000,245.9400000,2531520
SBER,60,17/11/20,20:00,245.9700000,246.6900000,245.7100000,246.1100000,1469820
SBER,60,17/11/20,21:00,246.1300000,246.2700000,245.9200000,246.0900000,502980
SBER,60,17/11/20,22:00,246.0900000,246.6400000,246.0400000,246.4100000,594310
SBER,60,17/11/20,23:00,246.4900000,246.5000000,245.6000000,245.7000000,735210
SBER,60,18/11/20,10:00,245.0700000,246.6600000,243.8100000,246.2900000,9974540
SBER,60,18/11/20,11:00,246.2900000,247.2300000,245.0800000,245.6300000,7961640
SBER,60,18/11/20,12:00,245.5300000,246.4000000,245.5200000,246.0700000,2761210
SBER,60,18/11/20,13:00,246.0700000,246.6000000,244.5500000,244.8300000,4641070
SBER,60,18/11/20,14:00,244.8200000,246.0000000,244.5900000,245.4300000,3061590
SBER,60,18/11/20,15:00,245.4000000,246.3000000,245.1000000,245.9800000,3111400
SBER,60,18/11/20,16:00,245.9200000,246.1200000,244.6500000,245.2600000,5803750
SBER,60,18/11/20,17:00,245.2600000,245.3900000,244.1000000,244.4600000,6434760
SBER,60,18/11/20,18:00,244.4500000,245.6000000,244.0000000,244.1800000,9305670
SBER,60,18/11/20,19:00,244.1800000,244.9900000,244.0600000,244.6600000,1392840
SBER,60,18/11/20,20:00,244.6600000,244.8700000,244.2200000,244.4000000,517670
SBER,60,18/11/20,21:00,244.3900000,244.7700000,243.8000000,243.9500000,1620650
SBER,60,18/11/20,22:00,243.9500000,244.1000000,243.2000000,243.8600000,1635180
SBER,60,18/11/20,23:00,243.8100000,243.8600000,242.5900000,242.7100000,1814890
SBER,60,19/11/20,10:00,242.5000000,243.4900000,238.7500000,239.0800000,23661490
SBER,60,19/11/20,11:00,239.1400000,240.5700000,237.3400000,237.4100000,20087250
SBER,60,19/11/20,12:00,237.4100000,238.8200000,237.4000000,238.5500000,8094290
SBER,60,19/11/20,13:00,238.5500000,239.6900000,238.1700000,239.1000000,6437990
SBER,60,19/11/20,14:00,239.0500000,239.8000000,238.5200000,239.1100000,5796930
SBER,60,19/11/20,15:00,239.1200000,240.7600000,239.1200000,239.8300000,8202490
SBER,60,19/11/20,16:00,239.8100000,240.3700000,239.1100000,239.4600000,5117020
SBER,60,19/11/20,17:00,239.5000000,239.5900000,238.3000000,239.3600000,8521300
SBER,60,19/11/20,18:00,239.3600000,239.5900000,238.4700000,238.8000000,6270260
SBER,60,19/11/20,19:00,238.7900000,239.3900000,238.5200000,239.2900000,1215820
SBER,60,19/11/20,20:00,239.3000000,239.3800000,238.9000000,238.9500000,469550
SBER,60,19/11/20,21:00,238.9600000,239.1700000,238.8100000,239.0500000,698110
SBER,60,19/11/20,22:00,239.0100000,240.2900000,238.9400000,239.9800000,1451100
SBER,60,19/11/20,23:00,239.9700000,240.3200000,239.5200000,240.2700000,909950
SBER,60,20/11/20,10:00,239.7000000,240.7700000,237.8400000,237.9700000,10273520
SBER,60,20/11/20,11:00,237.9700000,239.3600000,236.5700000,238.8400000,14013760
SBER,60,20/11/20,12:00,238.8400000,239.0000000,238.2000000,238.6600000,2394750
