<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,28/11/22,10:00,167.9500000,168.4900000,167.5200000,168.1000000,3151550
GAZP,60,28/11/22,11:00,168.1300000,168.1500000,167.8200000,168.0000000,954120
GAZP,60,28/11/22,12:00,168.0100000,168.1000000,167.7900000,167.8700000,521590
GAZP,60,28/11/22,13:00,167.9000000,167.9900000,167.7900000,167.8100000,623340
GAZP,60,28/11/22,14:00,167.8100000,168.5700000,167.7600000,168.2900000,943420
GAZP,60,28/11/22,15:00,168.2900000,168.6700000,168.1000000,168.1300000,463530
GAZP,60,28/11/22,16:00,168.1700000,168.4500000,168.1100000,168.3200000,523770
GAZP,60,28/11/22,17:00,168.3300000,168.4400000,168.1300000,168.4200000,870520
GAZP,60,28/11/22,18:00,168.4400000,168.6300000,168.2000000,168.6000000,797630
GAZP,60,28/11/22,19:00,168.6000000,168.6000000,168.2200000,168.4900000,135220
GAZP,60,28/11/22,20:00,168.4800000,168.5700000,168.4700000,168.5400000,105620
GAZP,60,28/11/22,21:00,168.5400000,168.6000000,168.3500000,168.4900000,101050
GAZP,60,28/11/22,22:00,168.5000000,168.5200000,168.2300000,168.3500000,140470
GAZP,60,28/11/22,23:00,168.3700000,168.3700000,168.1000000,168.1000000,149960
GAZP,60,29/11/22,10:00,168.5700000,169.0000000,168.0700000,168.2200000,1778950
GAZP,60,29/11/22,11:00,168.2100000,168.4500000,167.9200000,168.2100000,1196080
GAZP,60,29/11/22,12:00,168.2100000,168.3000000,168.0000000,168.0000000,618030
GAZP,60,29/11/22,13:00,168.0100000,168.1800000,168.0000000,168.0400000,677060
GAZP,60,29/11/22,14:00,168.0300000,168.0700000,168.0000000,168.0100000,469870
GAZP,60,29/11/22,15:00,168.0100000,168.4200000,168.0100000,168.3400000,1115670
GAZP,60,29/11/22,16:00,168.3400000,168.7600000,168.3400000,168.3900000,889420
GAZP,60,29/11/22,17:00,168.3900000,168.4000000,167.9300000,168.2000000,1570890
GAZP,60,29/11/22,18:00,168.2000000,168.2000000,167.9700000,168.0000000,907810
GAZP,60,29/11/22,19:00,168.2600000,168.2600000,168.0000000,168.1500000,161260
GAZP,60,29/11/22,20:00,168.1600000,168.3400000,168.1600000,168.2500000,119530
GAZP,60,29/11/22,21:00,168.2600000,168.3800000,168.1900000,168.2300000,127120
GAZP,60,29/11/22,22:00,168.2100000,168.2500000,168.1600000,168.1800000,71640
GAZP,60,29/11/22,23:00,168.1600000,168.1800000,168.1000000,168.1000000,81310
GAZP,60,30/11/22,10:00,167.9800000,168.1900000,167.8900000,168.1500000,1624130
GAZP,60,30/11/22,11:00,168.1500000,168.1600000,168.1200000,168.1600000,563410
GAZP,60,30/11/22,12:00,168.1600000,168.1700000,168.1400000,168.1500000,1118060
GAZP,60,30/11/22,13:00,168.1500000,168.1700000,167.9100000,168.0600000,1205470
GAZP,60,30/11/22,14:00,168.0600000,168.0800000,167.9500000,168.0400000,834860
GAZP,60,30/11/22,15:00,168.0100000,168.0400000,167.9000000,167.9800000,1036290
GAZP,60,30/11/22,16:00,167.9800000,168.0300000,167.7500000,168.0000000,1279410
GAZP,60,30/11/22,17:00,168.0000000,168.0000000,167.8200000,167.8600000,1410600
GAZP,60,30/11/22,18:00,167.8600000,167.8700000,167.6100000,167.7000000,1214290
GAZP,60,30/11/22,19:00,167.7000000,167.8300000,167.6000000,167.6900000,242950
GAZP,60,30/11/22,20:00,167.7000000,167.7000000,167.6000000,167.6500000,317160
GAZP,60,30/11/22,21:00,167.6500000,167.7000000,167.6000000,167.7000000,116010
GAZP,60,30/11/22,22:00,167.7000000,167.7500000,167.6400000,167.7500000,318260
GAZP,60,30/11/22,23:00,167.7500000,167.7900000,167.6800000,167.7000000,540240
GAZP,60,01/12/22,10:00,168.0000000,168.7600000,167.9000000,168.0500000,2159440
GAZP,60,01/12/22,11:00,168.0500000,168.0500000,167.2200000,167.4000000,2178290
GAZP,60,01/12/22,12:00,167.4100000,167.4400000,166.6700000,167.1400000,2059070
GAZP,60,01/12/22,13:00,167.1100000,167.1800000,166.8200000,166.8800000,974380
GAZP,60,01/12/22,14:00,166.8900000,167.4100000,166.8500000,167.1700000,822830
GAZP,60,01/12/22,15:00,167.1600000,167.1900000,166.9200000,167.0800000,674820
GAZP,60,01/12/22,16:00,167.0900000,167.1000000,166.8800000,167.0100000,739390
GAZP,60,01/12/22,17:00,167.0000000,167.0100000,166.9700000,166.9900000,752460
GAZP,60,01/12/22,18:00,166.9900000,167.0100000,166.9100000,167.0000000,553990
GAZP,60,01/12/22,19:00,167.2500000,167.2500000,166.3100000,166.9300000,402270
